locale_slug,locale_name,locale_localized_name,locale_url,locale_leaders,locale_reviewers,locale_editors,active_contributors_last90
ta,Tamil,,https://support.mozilla.org/en-US/kb/locales/ta,https://support.mozilla.org/en-US/user/khaleeljageer/;https://support.mozilla.org/en-US/user/karthic/;https://support.mozilla.org/en-US/user/ksmammar/,https://support.mozilla.org/en-US/user/balapandu222/;https://support.mozilla.org/en-US/user/ksmammar/;https://support.mozilla.org/en-US/user/SURENTHARAN/,https://support.mozilla.org/en-US/user/user690373/;https://support.mozilla.org/en-US/user/deadrat/;https://support.mozilla.org/en-US/user/khaleeljageer/;https://support.mozilla.org/en-US/user/arunprakash/;https://support.mozilla.org/en-US/user/ksmammar/,https://support.mozilla.org/en-US/user/kelimutu/
ta-LK,Tamil (Sri Lanka),,https://support.mozilla.org/en-US/kb/locales/ta-LK,https://support.mozilla.org/en-US/user/sarves/;https://support.mozilla.org/en-US/user/cskumaresan/,https://support.mozilla.org/en-US/user/sarves/;https://support.mozilla.org/en-US/user/rame20002007/;https://support.mozilla.org/en-US/user/cskumaresan/,https://support.mozilla.org/en-US/user/sarves/;https://support.mozilla.org/en-US/user/cskumaresan/;https://support.mozilla.org/en-US/user/nifrasismail/,""
te,Telugu,,https://support.mozilla.org/en-US/kb/locales/te,https://support.mozilla.org/en-US/user/DineshMv/,https://support.mozilla.org/en-US/user/veeven/;https://support.mozilla.org/en-US/user/DineshMv/;https://support.mozilla.org/en-US/user/jayeshkr/;https://support.mozilla.org/en-US/user/chilaabu/,https://support.mozilla.org/en-US/user/veeven/;https://support.mozilla.org/en-US/user/AjayJogawath/;https://support.mozilla.org/en-US/user/Praveen_Illa/;https://support.mozilla.org/en-US/user/dyvik1001/;https://support.mozilla.org/en-US/user/DIKSHIT_UMK/;https://support.mozilla.org/en-US/user/NikhilPatel/;https://support.mozilla.org/en-US/user/vinay.522/;https://support.mozilla.org/en-US/user/viswanathamsantosh/;https://support.mozilla.org/en-US/user/VeeraManikanta/;https://support.mozilla.org/en-US/user/jayanth157/;https://support.mozilla.org/en-US/user/mekasatyakrishnakumar/;https://support.mozilla.org/en-US/user/jayeshkr/,""
th,Thai,,https://support.mozilla.org/en-US/kb/locales/th,https://support.mozilla.org/en-US/user/Chengings/;https://support.mozilla.org/en-US/user/nutmos/,https://support.mozilla.org/en-US/user/Chengings/;https://support.mozilla.org/en-US/user/nutmos/,https://support.mozilla.org/en-US/user/Chengings/;https://support.mozilla.org/en-US/user/siwagon/;https://support.mozilla.org/en-US/user/May.Supaporn/,https://support.mozilla.org/en-US/user/Aefgh39622/;https://support.mozilla.org/en-US/user/Chengings/
tn,Tswana,,https://support.mozilla.org/en-US/kb/locales/tn,https://support.mozilla.org/en-US/user/Wing-man/,https://support.mozilla.org/en-US/user/Wing-man/,https://support.mozilla.org/en-US/user/Wing-man/,""
tr,Turkish,,https://support.mozilla.org/en-US/kb/locales/tr,https://support.mozilla.org/en-US/user/maxcoder/,https://support.mozilla.org/en-US/user/maxcoder/;https://support.mozilla.org/en-US/user/OmTi/,https://support.mozilla.org/en-US/user/maxcoder/;https://support.mozilla.org/en-US/user/d.oder/;https://support.mozilla.org/en-US/user/decron/;https://support.mozilla.org/en-US/user/Onurcan_G%C3%9CLDA%C5%9E/;https://support.mozilla.org/en-US/user/namcojoulder/;https://support.mozilla.org/en-US/user/OmTi/,https://support.mozilla.org/en-US/user/ahmetbarlas003/;https://support.mozilla.org/en-US/user/akay2025/;https://support.mozilla.org/en-US/user/bd./;https://support.mozilla.org/en-US/user/grk/;https://support.mozilla.org/en-US/user/kuzeyk/;https://support.mozilla.org/en-US/user/maxcoder/;https://support.mozilla.org/en-US/user/mert.guney52/;https://support.mozilla.org/en-US/user/murathangs/
uk,Ukrainian,,https://support.mozilla.org/en-US/kb/locales/uk,https://support.mozilla.org/en-US/user/Bogdancev/,https://support.mozilla.org/en-US/user/Bogdancev/;https://support.mozilla.org/en-US/user/artpoli/;https://support.mozilla.org/en-US/user/ihor_ck/,https://support.mozilla.org/en-US/user/Bogdancev/;https://support.mozilla.org/en-US/user/--V--/;https://support.mozilla.org/en-US/user/artpoli/;https://support.mozilla.org/en-US/user/Digharatta/;https://support.mozilla.org/en-US/user/6c6c6/;https://support.mozilla.org/en-US/user/nerovnia/,https://support.mozilla.org/en-US/user/faterliand/;https://support.mozilla.org/en-US/user/kelimutu/;https://support.mozilla.org/en-US/user/lotus0sutol/
ur,Urdu,,https://support.mozilla.org/en-US/kb/locales/ur,https://support.mozilla.org/en-US/user/YaseenKhan/,https://support.mozilla.org/en-US/user/YaseenKhan/,https://support.mozilla.org/en-US/user/YaseenKhan/,https://support.mozilla.org/en-US/user/Waqarist/
vi,Vietnamese,,https://support.mozilla.org/en-US/kb/locales/vi,https://support.mozilla.org/en-US/user/pierreneter/;https://support.mozilla.org/en-US/user/ZoeMeow/,https://support.mozilla.org/en-US/user/millegz/,https://support.mozilla.org/en-US/user/loveleeyoungae/;https://support.mozilla.org/en-US/user/Meo_Mun/;https://support.mozilla.org/en-US/user/nvkhoi/;https://support.mozilla.org/en-US/user/Dohungcuong/;https://support.mozilla.org/en-US/user/phuongkt/;https://support.mozilla.org/en-US/user/begaycom/;https://support.mozilla.org/en-US/user/TheVNmese/,https://support.mozilla.org/en-US/user/doanquantien1/;https://support.mozilla.org/en-US/user/duhp2268/;https://support.mozilla.org/en-US/user/kelimutu/;https://support.mozilla.org/en-US/user/nam627191/;https://support.mozilla.org/en-US/user/pierreneter/;https://support.mozilla.org/en-US/user/ZoeMeow/
wo,Wolof,,https://support.mozilla.org/en-US/kb/locales/wo,https://support.mozilla.org/en-US/user/vesper/;https://support.mozilla.org/en-US/user/AbdouAziz/,"","",""
xh,Xhosa,,https://support.mozilla.org/en-US/kb/locales/xh,https://support.mozilla.org/en-US/user/vesper/,"","",""
yo,Yoruba,,https://support.mozilla.org/en-US/kb/locales/yo,https://support.mozilla.org/en-US/user/vesper/;https://support.mozilla.org/en-US/user/euniche/;https://support.mozilla.org/en-US/user/Deleola/,https://support.mozilla.org/en-US/user/euniche/,https://support.mozilla.org/en-US/user/euniche/,""
zh-CN,Chinese (Simplified),,https://support.mozilla.org/en-US/kb/locales/zh-CN,https://support.mozilla.org/en-US/user/yfdyh000/;https://support.mozilla.org/en-US/user/Haowei/;https://support.mozilla.org/en-US/user/wxie2016/,https://support.mozilla.org/en-US/user/BobChao/;https://support.mozilla.org/en-US/user/yfdyh000/;https://support.mozilla.org/en-US/user/Haowei/;https://support.mozilla.org/en-US/user/kmc/;https://support.mozilla.org/en-US/user/rachel/;https://support.mozilla.org/en-US/user/wxie2016/;https://support.mozilla.org/en-US/user/bingchuanjuzi/;https://support.mozilla.org/en-US/user/%E7%87%95%E8%A7%82%E5%A4%A9/,https://support.mozilla.org/en-US/user/BobChao/;https://support.mozilla.org/en-US/user/yfdyh000/;https://support.mozilla.org/en-US/user/Haowei/;https://support.mozilla.org/en-US/user/kmc/;https://support.mozilla.org/en-US/user/rachel/;https://support.mozilla.org/en-US/user/wxie2016/;https://support.mozilla.org/en-US/user/bingchuanjuzi/,https://support.mozilla.org/en-US/user/2771745029/;https://support.mozilla.org/en-US/user/aiwwe0897/;https://support.mozilla.org/en-US/user/a_parrot/;https://support.mozilla.org/en-US/user/bingchuanjuzi/;https://support.mozilla.org/en-US/user/fengjunjiegames/;https://support.mozilla.org/en-US/user/linjingsong666/;https://support.mozilla.org/en-US/user/Maingwo535/;https://support.mozilla.org/en-US/user/Olvcpr423/;https://support.mozilla.org/en-US/user/smalltv233/;https://support.mozilla.org/en-US/user/TJHL/;https://support.mozilla.org/en-US/user/wxie2016/;https://support.mozilla.org/en-US/user/xumeng/;https://support.mozilla.org/en-US/user/yfdyh000/;https://support.mozilla.org/en-US/user/zhanyanrock/;https://support.mozilla.org/en-US/user/%E4%BD%9C%E5%AF%B9%E4%B8%80%E8%AF%8D%E7%9A%84%E5%A4%9A%E9%87%8D%E5%90%AB%E4%B9%89%E8%A2%AB%E5%90%A6%E8%AE%A4%E6%97%B6/;https://support.mozilla.org/en-US/user/%E6%99%AE%E8%8E%B1%E6%98%AF%E8%A2%8B%E7%86%8A/
zh-TW,Chinese (Traditional),,https://support.mozilla.org/en-US/kb/locales/zh-TW,https://support.mozilla.org/en-US/user/dwchiang/;https://support.mozilla.org/en-US/user/petercpg/,https://support.mozilla.org/en-US/user/BobChao/;https://support.mozilla.org/en-US/user/dwchiang/;https://support.mozilla.org/en-US/user/Velociraptor/;https://support.mozilla.org/en-US/user/petercpg/;https://support.mozilla.org/en-US/user/geekchia/;https://support.mozilla.org/en-US/user/dibery/;https://support.mozilla.org/en-US/user/carl_tw/,https://support.mozilla.org/en-US/user/BobChao/;https://support.mozilla.org/en-US/user/dwchiang/;https://support.mozilla.org/en-US/user/Velociraptor/;https://support.mozilla.org/en-US/user/petercpg/;https://support.mozilla.org/en-US/user/geekchia/;https://support.mozilla.org/en-US/user/carl_tw/,https://support.mozilla.org/en-US/user/fc1127/;https://support.mozilla.org/en-US/user/kelimutu/;https://support.mozilla.org/en-US/user/kytung2357/;https://support.mozilla.org/en-US/user/m.ZhouZiqi@outlook.com/;https://support.mozilla.org/en-US/user/petercpg/;https://support.mozilla.org/en-US/user/skyevo938/;https://support.mozilla.org/en-US/user/wolf-yuan/;https://support.mozilla.org/en-US/user/%E6%99%AE%E8%8E%B1%E6%98%AF%E8%A2%8B%E7%86%8A/;https://support.mozilla.org/en-US/user/%E6%9D%8E%E5%A5%95%E5%AF%AF/
zu,Zulu,,https://support.mozilla.org/en-US/kb/locales/zu,https://support.mozilla.org/en-US/user/vesper/;https://support.mozilla.org/en-US/user/Fakazi/,"","",https://support.mozilla.org/en-US/user/thomas566570/
