id,title,slug,url,locale,summary,products_str,topics_str,link
17025,Profiles - Where Thunderbird stores your messages and other user data,profiles-where-thunderbird-stores-user-data,/en-US/kb/profiles-where-thunderbird-stores-user-data,en-US,"Thunderbird saves personal information such as messages, passwords and user preferences in a set of files called a ""profile"".",thunderbird;,install-migrate-and-update;download-install-and-migration;copy-your-personal-information-one-thunderbird-another;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/profiles-where-thunderbird-stores-user-data
17026,Troubleshoot Mode Thunderbird,troubleshoot-mode-thunderbird,/en-US/kb/troubleshoot-mode-thunderbird,en-US,"How to use Thunderbird's Troubleshoot Mode to find and fix problems, especially if they are caused by add-ons.",thunderbird;,fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/troubleshoot-mode-thunderbird
17028,Thunderbird and Gmail,thunderbird-and-gmail,/en-US/kb/thunderbird-and-gmail,en-US,Thunderbird can be set up to work seamlessly with Google's Gmail. Messages will be synchronized between your local version of Thunderbird and web-based Gmail.,thunderbird;,learn-basics-get-started;set-up-email-thunderbird;install-migrate-and-update;emails-thunderbird;,https://support.mozilla.org/en-US/kb/thunderbird-and-gmail
17031,Changing IMAP to POP,changing-imap-pop,/en-US/kb/changing-imap-pop,en-US,"As of Thunderbird 3, the new Automatic Account Configuration Wizard can help you configure your connection to your email provider, but only if your provider is in Mozilla's database of Internet Service Providers or recognized by Thunderbird. While most of the large providers are included, many smaller ones are not yet in the account configuration database.",thunderbird;,set-up-email-thunderbird;,https://support.mozilla.org/en-US/kb/changing-imap-pop
17032,Mozilla Crash Reporter TB,mozilla-crash-reporter-tb,/en-US/kb/mozilla-crash-reporter-tb,en-US,The Mozilla Crash Reporter dialog box appears when Thunderbird crashes and lets you send a crash report. Learn how it works and how to access your crash reports.,thunderbird;,fix-slowness-crashing-error-messages-and-other-problems;thunderbird-crashes;,https://support.mozilla.org/en-US/kb/mozilla-crash-reporter-tb
17034,Creating a Newsgroup Account,creating-newsgroup-account,/en-US/kb/creating-newsgroup-account,en-US,Thunderbird can be used to read messages from and write messages to Usenet newsgroups.,thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/creating-newsgroup-account
17035,Thunderbird and Hotmail,thunderbird-and-hotmail,/en-US/kb/thunderbird-and-hotmail,en-US,Thunderbird can be used as a client for all of Microsoft's email services. You can still use Hotmail's web-based application - Thunderbird will synchronize messages.,thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-and-hotmail
17039,Thunderbird and Comcast,thunderbird-and-comcast,/en-US/kb/thunderbird-and-comcast,en-US,Thunderbird can be used as a client for a Comcast email account. Thunderbird will download messages from the Comcast server and store them on your local system.,thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-and-comcast
17040,IMAP Synchronization,imap-synchronization,/en-US/kb/imap-synchronization,en-US,"IMAP stands for the Internet Message Access Protocol. It enables a mail client (such as Thunderbird) to access messages stored on a mail server. It is more modern and fully featured than POP (Post Office Protocol), which is the other major protocol for accessing mail messages. Most email providers now support IMAP. To see whether your account uses IMAP or POP, check the Server Settings page in the Account Settings.",thunderbird;,install-migrate-and-update;read-send-and-organize-emails;emails-thunderbird;download-install-and-migration;how;,https://support.mozilla.org/en-US/kb/imap-synchronization
17042,Cannot receive messages,cannot-receive-messages,/en-US/kb/cannot-receive-messages,en-US,"If you cannot receive messages, this page provides a series of steps you can use to check for common problems.",thunderbird;,tips-and-tricks;read-send-and-organize-emails;emails-thunderbird;fix-problems-email-providers-gmail-yahoo-etc;error-messages-what-they-mean-and-how-fix;unblock-thunderbird-connecting-internet;procedures-diagnose-and-fix-problems;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/cannot-receive-messages
17043,Thunderbird Crashes,thunderbird-crashes,/en-US/kb/thunderbird-crashes,en-US,"A crash is what happens when Thunderbird closes unexpectedly. After a crash, the Mozilla Crash Reporter gives you the option to report it to Mozilla.",thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-crashes
17044,Updating Thunderbird,updating-thunderbird,/en-US/kb/updating-thunderbird,en-US,Thunderbird automatically updates itself by default but you can always do a manual update. Learn how to update Thunderbird.,thunderbird;,,https://support.mozilla.org/en-US/kb/updating-thunderbird
17045,Thunderbird FAQ,thunderbird-faq,/en-US/kb/thunderbird-faq,en-US,This article provides general information about Thunderbird.,thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-faq
17046,Thunderbird Software Update Failed,thunderbird-software-update-failed,/en-US/kb/thunderbird-software-update-failed,en-US,This article presents possible solutions to this problem and workarounds to get Thunderbird updated.,thunderbird;,download-install-and-migration;,https://support.mozilla.org/en-US/kb/thunderbird-software-update-failed
17047,How to disable or change the Thunderbird start page,how-disable-or-change-thunderbird-start-page,/en-US/kb/how-disable-or-change-thunderbird-start-page,en-US,"Change the Thunderbird start page to any webpage, or set it to a blank page.",thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/how-disable-or-change-thunderbird-start-page
17048,Thunderbird and Sympatico,thunderbird-and-sympatico,/en-US/kb/thunderbird-and-sympatico,en-US,"To configure Thunderbird to send messages via your Sympatico email account, make sure your account settings are set as shown below.",thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-and-sympatico
17049,Using Identities,using-identities,/en-US/kb/using-identities,en-US,"When you configure an account, Thunderbird creates a default ""identity"" for the account that contains information like your name, your email address, signature, etc.",thunderbird;,,https://support.mozilla.org/en-US/kb/using-identities
17050,Thunderbird add-ons - frequently asked questions,thunderbird-add-ons-frequently-asked-questions,/en-US/kb/thunderbird-add-ons-frequently-asked-questions,en-US,Add-ons are extensions and other additions that add new functionality to Thunderbird or change its appearance.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/thunderbird-add-ons-frequently-asked-questions
17051,Thunderbird and Yahoo,thunderbird-and-yahoo,/en-US/kb/thunderbird-and-yahoo,en-US,How to set up Yahoo! services in Thunderbird.,thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-and-yahoo
17055,Cannot send messages,cannot-send-messages,/en-US/kb/cannot-send-messages,en-US,"If you cannot send messages with Thunderbird, this page provides a series of steps you can follow to check for common problems.",thunderbird;,learn-basics-get-started;tips-and-tricks;read-send-and-organize-emails;emails-thunderbird;procedures-diagnose-and-fix-problems;fix-slowness-crashing-error-messages-and-other-problems;how;,https://support.mozilla.org/en-US/kb/cannot-send-messages
17058,Switching to Thunderbird,switching-thunderbird,/en-US/kb/switching-thunderbird,en-US,"This article explains how you can switch to Thunderbird from your current mail application, such as Windows Mail, Outlook or also Mail on Mac OS and Evolution on Linux.",thunderbird;,install-migrate-and-update;,https://support.mozilla.org/en-US/kb/switching-thunderbird
17059,Installing Thunderbird on Linux,installing-thunderbird-linux,/en-US/kb/installing-thunderbird-linux,en-US,This article will show you how to install Thunderbird on Linux.,thunderbird;,download-install-and-migration;,https://support.mozilla.org/en-US/kb/installing-thunderbird-linux
17060,Installing Thunderbird on Mac,installing-thunderbird-on-mac,/en-US/kb/installing-thunderbird-on-mac,en-US,This article describes how to install Thunderbird on Mac OS.,thunderbird;,download-install-and-migration;,https://support.mozilla.org/en-US/kb/installing-thunderbird-on-mac
17061,Keyboard Shortcuts for Searching,keyboard-shortcuts-searching,/en-US/kb/keyboard-shortcuts-searching,en-US,This page describes the keystroke combinations used to access various search functions in Thunderbird.,thunderbird;,tips-and-tricks;,https://support.mozilla.org/en-US/kb/keyboard-shortcuts-searching
17062,Compacting folders,compacting-folders,/en-US/kb/compacting-folders,en-US,This article explains how Thunderbird stores messages on a disk drive and why it is necessary to periodically compact (purge).,thunderbird;,thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/compacting-folders
17063,Moving Thunderbird Data to a New Computer,moving-thunderbird-data-to-a-new-computer,/en-US/kb/moving-thunderbird-data-to-a-new-computer,en-US,"How to move Thunderbird data (accounts, messages, passwords) to a new computer.",thunderbird;,install-migrate-and-update;copy-your-personal-information-one-thunderbird-another;,https://support.mozilla.org/en-US/kb/moving-thunderbird-data-to-a-new-computer
17065,Names but no Email Addresses are Displayed,names-bug-no-email-addresses-are-displayed,/en-US/kb/names-bug-no-email-addresses-are-displayed,en-US,"I can only see the message sender's name, not address!",thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/names-bug-no-email-addresses-are-displayed
17067,Hyperlinks in Messages Not Working,hyperlinks-in-messages-not-working,/en-US/kb/hyperlinks-in-messages-not-working,en-US,"When clicking hyperlinks in email, your default web browser should open and display their content. Learn why that may fail and why links may not be clickable.",thunderbird;,tips-and-tricks;read-send-and-organize-emails;emails-thunderbird;customize-controls-options-and-add-ons;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/hyperlinks-in-messages-not-working
17068,Protect your Thunderbird passwords with a Primary Password,protect-your-thunderbird-passwords-primary-password,/en-US/kb/protect-your-thunderbird-passwords-primary-password,en-US,Make Thunderbird require you to enter a primary password in order to view or use passwords you've told Thunderbird to remember.,thunderbird;,learn-basics-get-started;passwords-forms-and-search;privacy-and-security-settings;how;,https://support.mozilla.org/en-US/kb/protect-your-thunderbird-passwords-primary-password
17069,Adding a holiday calendar,adding-a-holiday-calendar,/en-US/kb/adding-a-holiday-calendar,en-US,Learn how to add a list of holidays to your calendar in Thunderbird.,thunderbird;,calendar;how;,https://support.mozilla.org/en-US/kb/adding-a-holiday-calendar
17070,Changing calendar preferences,changing-calendar-preferences,/en-US/kb/changing-calendar-preferences,en-US,"This article describes how to change the preferences (name, color, location etc.) of a single calendar.",thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/changing-calendar-preferences
17071,Make Thunderbird the Default Mail Client,make-thunderbird-default-mail-client,/en-US/kb/make-thunderbird-default-mail-client,en-US,"If Thunderbird is specified as your system's default email application, it will integrate with other applications (such as word processors and web browsers).",thunderbird;,learn-basics-get-started;emails-thunderbird;how;,https://support.mozilla.org/en-US/kb/make-thunderbird-default-mail-client
17072,Lightning User Interface,lightning-user-interface,/en-US/kb/lightning-user-interface,en-US,This article describes the Lightning user interface. (Lightning is a popular calendar add-on for Thunderbird.),thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/lightning-user-interface
17073,Using Lightning with Google Calendar,using-lightning-google-calendar,/en-US/kb/using-lightning-google-calendar,en-US,This article describes how to use Google calendars together with Lightning.,thunderbird;,,https://support.mozilla.org/en-US/kb/using-lightning-google-calendar
17074,Configuring Lightning,configuring-lightning,/en-US/kb/configuring-lightning,en-US,This article describes how to configure the Lightning add-on for Thunderbird.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/configuring-lightning
17075,Working with events,working-events,/en-US/kb/working-events,en-US,This article describes how to manage and work with events in the Lightning extension.,thunderbird;,,https://support.mozilla.org/en-US/kb/working-events
17076,Creating a new event or task,creating-a-new-event-or-task,/en-US/kb/creating-a-new-event-or-task,en-US,This article describes how to create a new event or task in the Lightning calendar add-on for Thunderbird.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/creating-a-new-event-or-task
17077,Exporting and sharing a calendar,exporting-and-sharing-a-calendar,/en-US/kb/exporting-and-sharing-a-calendar,en-US,This article describes how to export and share a calendar from the Lightning calendar add-on for Thunderbird.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/exporting-and-sharing-a-calendar
17078,Changing the Date or Time of an Event,changing-date-or-time-event,/en-US/kb/changing-date-or-time-event,en-US,This article describes how to change the date or time of an event.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/changing-date-or-time-event
17079,Inviting Other People to Events,inviting-other-people-events,/en-US/kb/inviting-other-people-events,en-US,"If you need to set up a meeting, and keep track of who's attending and who is not,  Lightning can do this as well as allow you to send invitations to people who do not have Thunderbird/Lightning, including Microsoft Outlook users!",thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/inviting-other-people-events
17080,Creating a recurring event,creating-a-recurring-event,/en-US/kb/creating-a-recurring-event,en-US,This article describes how to create a recurring event in the Lightning calendar add-on for Thunderbird.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/creating-a-recurring-event
17081,Creating New Calendars,creating-new-calendars,/en-US/kb/creating-new-calendars,en-US,Using Thunderbird it's possible to have multiple calendars. You can connect to your online calendars during email account setup or create new calendars later.,thunderbird;,calendar;,https://support.mozilla.org/en-US/kb/creating-new-calendars
17083,Message List Columns,message-list-columns,/en-US/kb/message-list-columns,en-US,This article explains how to configure the columns that Thunderbird displays in message lists.,thunderbird;,read-send-and-organize-emails;customize-controls-options-and-add-ons;,https://support.mozilla.org/en-US/kb/message-list-columns
17085,Vacation Response,vacation-response,/en-US/kb/vacation-response,en-US,"A ""vacation response"" (also known as ""out of office response"" or ""away message"") is an automatic message that is generated by the mail server in response to incoming messages. It is used to inform people who are sending you emails that you are not available.",thunderbird;,,https://support.mozilla.org/en-US/kb/vacation-response
17089,Using Multiple Profiles,using-multiple-profiles,/en-US/kb/using-multiple-profiles,en-US,"Thunderbird saves personal information such as messages, passwords and user preferences in a ""profile"". This article describes how to use multiple profiles.",thunderbird;,customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/using-multiple-profiles
17094,Configuration Options for Accounts,configuration-options-accounts,/en-US/kb/configuration-options-accounts,en-US,"Learn about the Account Settings window including server settings, identities, signatures, and more.",thunderbird;,thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/configuration-options-accounts
17095,Configuration Options for Identity,configuration-options-identity,/en-US/kb/configuration-options-identity,en-US,This page describes Thunderbird's configuration options that affect your identity.,thunderbird;,thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/configuration-options-identity
17109,Configuration Options for Attachments,configuration-options-attachments,/en-US/kb/configuration-options-attachments,en-US,This page describes Thunderbird's configuration options for attachments.,thunderbird;,thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/configuration-options-attachments
17130,Thunderbird makes unrequested connections,thunderbird-makes-unrequested-connections,/en-US/kb/thunderbird-makes-unrequested-connections,en-US,"Thunderbird sometimes automatically connects to the Internet. These connections are for routine maintenance, update and security purposes.",thunderbird;,other;,https://support.mozilla.org/en-US/kb/thunderbird-makes-unrequested-connections
17138,How to use a Virtual Card (vCard),how-use-virtual-card-vcard,/en-US/kb/how-use-virtual-card-vcard,en-US,This article explains how you can use a virtual card (vCard) in Thunderbird.,thunderbird;,contacts-thunderbird;,https://support.mozilla.org/en-US/kb/how-use-virtual-card-vcard
17139,How can I send a large attachment?,how-can-i-send-large-attachment,/en-US/kb/how-can-i-send-large-attachment,en-US,This article explains how to use Thunderbird (or other services) to send large attachments.,thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/how-can-i-send-large-attachment
17140,Thunderbird and AT&T,thunderbird-and-att,/en-US/kb/thunderbird-and-att,en-US,Thunderbird can be used as a client for an AT&T email account. Thunderbird will download messages from the AT&T server and store them on your local system.,thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbird-and-att
17141,Config Editor,config-editor,/en-US/kb/config-editor,en-US,Using the config editor to view or edit Thunderbird preference settings.,thunderbird;,thunderbird-options-preferences-and-settings;,https://support.mozilla.org/en-US/kb/config-editor
17146,Blocking a sender,blocking-sender,/en-US/kb/blocking-sender,en-US,This article explains how to block a particular sender in Thunderbird.,thunderbird;,read-send-and-organize-emails;emails-thunderbird;contacts-thunderbird;,https://support.mozilla.org/en-US/kb/blocking-sender
17150,How to Use Attachments,how-use-attachments,/en-US/kb/how-use-attachments,en-US,This article explains how to use attachments.,thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/how-use-attachments
17152,Rebuilding the Global Database,rebuilding-global-database,/en-US/kb/rebuilding-global-database,en-US,Rebuilding the Global Database will initiate a re-indexing of emails and address book cards (newsgroup messages are not indexed).,thunderbird;,error-messages-what-they-mean-and-how-fix;procedures-diagnose-and-fix-problems;fix-slowness-crashing-error-messages-and-other-problems;thunderbird-slow-or-stops-working;,https://support.mozilla.org/en-US/kb/rebuilding-global-database
17158,What is the winmail.dat attachment?,what-winmaildat-attachment,/en-US/kb/what-winmaildat-attachment,en-US,"When sending messages from email clients that use the Microsoft Exchange server, a file attachment called winmail.dat may be added. Learn how to prevent this.",thunderbird;,read-send-and-organize-emails;emails-thunderbird;,https://support.mozilla.org/en-US/kb/what-winmaildat-attachment
17163,Switching the folder pane view,switching-folder-pane-view,/en-US/kb/switching-folder-pane-view,en-US,"This article describes the ""views"" that can be assigned to the folder pane.",thunderbird;,,https://support.mozilla.org/en-US/kb/switching-folder-pane-view
17170,How to Install and Use another Language in the Dictionary on Thunderbird,how-install-and-use-another-language-dictionary-th,/en-US/kb/how-install-and-use-another-language-dictionary-th,en-US,How to install and use additional language dictionaries on Thunderbird.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/how-install-and-use-another-language-dictionary-th
17173,Glossary of Terms including types of Accounts,glossary-terms-including-types-accounts,/en-US/kb/glossary-terms-including-types-accounts,en-US,"This article describes the types of accounts (IMAP, POP, RSS, NNTP) supported by Thunderbird.",thunderbird;,set-up-email-thunderbird;,https://support.mozilla.org/en-US/kb/glossary-terms-including-types-accounts
17177,Installing Thunderbird on Windows,installing-thunderbird-windows,/en-US/kb/installing-thunderbird-windows,en-US,This article describes how to install Thunderbird on Windows.,thunderbird;,install-migrate-and-update;download-install-and-migration;,https://support.mozilla.org/en-US/kb/installing-thunderbird-windows
17180,Open Search,open-search,/en-US/kb/open-search,en-US,"Instantly take part of a message and search for it in Bing, Yahoo, Twitter or other websites.",thunderbird;,tips-and-tricks;read-send-and-organize-emails;emails-thunderbird;customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;how;,https://support.mozilla.org/en-US/kb/open-search
17181,Add Search Engine to Open Search,add-search-engine-open-search,/en-US/kb/add-search-engine-open-search,en-US,Open Search enables Thunderbird users to search various websites from within Thunderbird. This article describes how to add additional websites to the Open Search interface.,thunderbird;,customize-thunderbird-add-ons-plugins-and-extensions;how;,https://support.mozilla.org/en-US/kb/add-search-engine-open-search
17184,Thunderbird and Junk / Spam Messages,thunderbird-and-junk-spam-messages,/en-US/kb/thunderbird-and-junk-spam-messages,en-US,"This article explains how Thunderbird's adaptive filter learns to identify junk mail (""spam"").",thunderbird;,tips-and-tricks;install-migrate-and-update;customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/thunderbird-and-junk-spam-messages
17185,Filelink for Large Attachments,filelink-large-attachments,/en-US/kb/filelink-large-attachments,en-US,Messages with large attachments are often rejected by mail servers. Thunderbird can use web-based storage services to send large file attachments.,thunderbird;,read-send-and-organize-emails;emails-thunderbird;customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/filelink-large-attachments
17191,Digitally Signing and Encrypting Messages,digitally-signing-and-encrypting-messages,/en-US/kb/digitally-signing-and-encrypting-messages,en-US,"This tutorial explains how to set up Thunderbird to digitally sign, encrypt and decrypt messages in order to make them secure.",thunderbird;,read-send-and-organize-emails;privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/digitally-signing-and-encrypting-messages
17192,New Email Address,new-email-address,/en-US/kb/new-email-address,en-US,This article explains how you can subscribe to a personalized email address with Thunderbird.,thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/new-email-address
17194,Thunderbird’s Scam Detection,thunderbirds-scam-detection,/en-US/kb/thunderbirds-scam-detection,en-US,This article explains how Thunderbird's scam detection works.,thunderbird;,,https://support.mozilla.org/en-US/kb/thunderbirds-scam-detection
17197,Using Saved Searches,using-saved-searches,/en-US/kb/using-saved-searches,en-US,This article describes the Saved Search Folder feature and explains how to use it effectively.,thunderbird;,,https://support.mozilla.org/en-US/kb/using-saved-searches
17201,Sending and Receiving Messages on Thunderbird,sending-and-receiving-messages-thunderbird,/en-US/kb/sending-and-receiving-messages-thunderbird,en-US,How to send and receive email messages using Thunderbird.,thunderbird;,read-send-and-organize-emails;fix-problems-email-providers-gmail-yahoo-etc;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/sending-and-receiving-messages-thunderbird
17203,How to Customize the New Mail Sound,how-customize-new-mail-sound,/en-US/kb/how-customize-new-mail-sound,en-US,Learn how to customize the sound that plays when a new email message is received.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/how-customize-new-mail-sound
17204,Organize Your Messages by Using Filters,organize-your-messages-using-filters,/en-US/kb/organize-your-messages-using-filters,en-US,"What message filters are, how to create and use them effectively.",thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/organize-your-messages-using-filters
17205,How to Subscribe to News Feeds and Blogs,how-subscribe-news-feeds-and-blogs,/en-US/kb/how-subscribe-news-feeds-and-blogs,en-US,"An introduction to RSS feeds, and instructions on how to use them in Thunderbird.",thunderbird;,news-feeds-rss-blogs-and-social-thunderbird;,https://support.mozilla.org/en-US/kb/how-subscribe-news-feeds-and-blogs
17206,Switch from POP to IMAP account,switch-pop-imap-account,/en-US/kb/switch-pop-imap-account,en-US,This article explains how to switch from a POP to an IMAP account in Thunderbird.,thunderbird;,tips-and-tricks;set-up-email-thunderbird;install-migrate-and-update;emails-thunderbird;download-install-and-migration;how;,https://support.mozilla.org/en-US/kb/switch-pop-imap-account
17208,Instant Messaging and Chat,instant-messaging-and-chat,/en-US/kb/instant-messaging-and-chat,en-US,"As of Thunderbird 52.x, Thunderbird supports instant messaging and chat using IRC, XMPP, Twitter, and Google Talk",thunderbird;,news-feeds-rss-blogs-and-social-thunderbird;,https://support.mozilla.org/en-US/kb/instant-messaging-and-chat
17209,Addressing an Email,addressing-email,/en-US/kb/addressing-email,en-US,"How to add recipients to an email message in Thunderbird, and tips for handling many recipients efficiently.",thunderbird;,read-send-and-organize-emails;,https://support.mozilla.org/en-US/kb/addressing-email
17215,How to Customize Toolbars,how-customize-toolbars,/en-US/kb/how-customize-toolbars,en-US,This article explains how to customize the position and contents of Thunderbird toolbars.,thunderbird;,customize-controls-options-and-add-ons;customize-thunderbird-add-ons-plugins-and-extensions;,https://support.mozilla.org/en-US/kb/how-customize-toolbars
17217,Display the Thunderbird menus and toolbar,display-thunderbird-menus-and-toolbar,/en-US/kb/display-thunderbird-menus-and-toolbar,en-US,"The menu items File, Edit, View, etc. are located in the menu bar. This article will help you restore a missing menu bar.",thunderbird;,tips-and-tricks;install-migrate-and-update;customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/display-thunderbird-menus-and-toolbar
17220,Ignoring threads,ignore-threads,/en-US/kb/ignore-threads,en-US,The Ignore Thread (or Subthread) feature is very useful for mailing lists. It lets you skip reading the rest of a conversation you're not really interested in.,thunderbird;,learn-basics-get-started;tips-and-tricks;read-send-and-organize-emails;emails-thunderbird;how;,https://support.mozilla.org/en-US/kb/ignore-threads
18756,Uninstall Thunderbird from your computer,uninstall-thunderbird,/en-US/kb/uninstall-thunderbird,en-US,This article will explain how to uninstall Thunderbird from your computer,thunderbird;,how;,https://support.mozilla.org/en-US/kb/uninstall-thunderbird
19774,Remote Content in Messages,remote-content-in-messages,/en-US/kb/remote-content-in-messages,en-US,This page explains the privacy implications of allowing remote content like images to be displayed in email messages.,thunderbird;,read-send-and-organize-emails;privacy-and-security-settings;,https://support.mozilla.org/en-US/kb/remote-content-in-messages
20791,Cannot delete messages,cannot-delete-messages,/en-US/kb/cannot-delete-messages,en-US,This article explains how to fix issues with message deletion caused by a missing or corrupted trash folder.,thunderbird;,procedures-diagnose-and-fix-problems;fix-slowness-crashing-error-messages-and-other-problems;,https://support.mozilla.org/en-US/kb/cannot-delete-messages
24066,How to create and use mailing lists on Thunderbird,how-create-and-use-mailing-lists-thunderbird,/en-US/kb/how-create-and-use-mailing-lists-thunderbird,en-US,A mailing list is used to send one email to a group of contacts. This article explains how to create and use mailing lists in Thunderbird.,thunderbird;,read-send-and-organize-emails;emails-thunderbird;contacts-thunderbird;customize-controls-options-and-add-ons;thunderbird-options-preferences-and-settings;how;,https://support.mozilla.org/en-US/kb/how-create-and-use-mailing-lists-thunderbird
